epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
140,98004.7,0.90155,0.48395,0.97228,0.90696,0.80269,0.84605,0.51983,1.16323,0.8001,1.0854,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,98626.8,0.8134,0.39777,0.91883,0.90709,0.80272,0.84613,0.51998,1.16343,0.79942,1.08543,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,99252.6,0.81093,0.39326,0.91315,0.90626,0.80415,0.84677,0.52035,1.16384,0.79919,1.08569,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,99876.2,0.80529,0.38769,0.91264,0.90633,0.80407,0.84596,0.5203,1.16432,0.79901,1.08568,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,100503,0.79982,0.38652,0.91277,0.90702,0.80443,0.84663,0.52087,1.16432,0.7985,1.08572,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,101127,0.79627,0.38544,0.90894,0.90812,0.8038,0.84619,0.52067,1.16433,0.79748,1.08572,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,101749,0.79144,0.38338,0.90879,0.90963,0.80302,0.84657,0.52039,1.16464,0.79678,1.08565,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,102375,0.78909,0.3822,0.90728,0.90971,0.80189,0.84633,0.52044,1.16489,0.79612,1.0857,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,103000,0.78185,0.37628,0.90569,0.90846,0.80411,0.84641,0.52059,1.16569,0.79568,1.08605,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,103627,0.78325,0.37585,0.90726,0.90676,0.805,0.84633,0.52048,1.16586,0.79577,1.08631,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,104247,0.77714,0.37335,0.90281,0.90771,0.80335,0.84507,0.52049,1.16625,0.79633,1.08652,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
